4166	Ahlerstedt
5609	Ahnatal
6296	Ahorn Baden
4525	Ahrensboek
4556	Ahrensboek-Gnissau
4102	Ahrensburg
8251	Aichach
7565	Aichstetten Kr.Ravensburg
8543	Aidenbach
8237	Aindling
8343	Aitrang
34909	Aken
7753	Albbruck
4835	Albersdorf Holst.
6345	Albersweiler
6355	Albisheim Pfrimm
7431	Albstadt-Ebingen
7435	Albstadt-Laufen
7432	Albstadt-Tailfingen
2464	Aldenhoven b.Juelich
9085	Alerheim
5181	Alfeld Leine
9157	Alfeld Mittelfr.
5464	Alfhausen
5126	Algermissen
7533	Allensbach
9176	Allersberg
8166	Allershausen Oberbay.
34652	Allstedt
2802	Alpen
7444	Alpirsbach
2404	Alsdorf Rheinl.
6362	Alsenz
6631	Alsfeld
34692	Alsleben
4338	Alt Duvenstedt
33602	Alt Zeschdorf
35434	Altdoebern
9187	Altdorf b.Nuernberg
8704	Altdorf-Pfettrach
2352	Altena Westf.
2643	Altenahr
5328	Altenau Harz
5255	Altenbeken
35056	Altenberg
2505	Altenberge Westf.
39456	Altenbrak
3447	Altenburg
9675	Altendorf b.Nabburg
39225	Altengrabow
33363	Altenhof
38391	Altenkirchen
6386	Altenkirchen Pfalz
2681	Altenkirchen Westerw.
5807	Altenmedingen
8295	Altenmuenster Schwab.
6047	Altenstadt Hess.
8337	Altenstadt Iller
7453	Altensteig Wuertt.
9408	Altenthann
3961	Altentreptow
9307	Altertheim
8705	Altfraunhofen
8202	Althegnenberg
39973	Altkalen
33337	Altkuenkendorf
33438	Altlandsberg
9446	Altmannstein
8468	Altmannstein-Pondorf
8254	Altomuenster
8671	Altoetting
33457	Altreetz
7584	Altshausen
8373	Altusried
39773	Altwarp
6023	Alzenau Unterfr.
6731	Alzey
9621	Amberg Oberpf.
4132	Amelinghausen
8075	Amerang
7073	Ammerbuch
9373	Amorbach
8636	Ampfing
4682	Amrum
2632	Andernach
7265	Angelbachtal
6464	Angelburg-Goennern
8656	Anger
3331	Angermuende
39363	Angern
2639	Anhausen Kr.Neuwied
39921	Ankershagen
3971	Anklam
5462	Ankum
3733	Annaberg-Buchholz
35385	Annaburg
6346	Annweiler a.Trifels
2947	Anroechte
981	Ansbach
9802	Ansbach-Katterbach
2693	Antweiler
4489	Apen
39001	Apenburg
4167	Apensen
3644	Apolda
7805	Appenweier
39384	Arendsee  (Altm..)
33635	Arensdorf
36081	Arenshausen
7566	Argenbuehl
9945	Arnbruck
39321	Arneburg
2931	Arnsberg
2937	Arnsberg-Oeventrop
9977	Arnschwang
35200	Arnsdorf
36736	Arnsgereuth
3628	Arnstadt
9363	Arnstein Unterfr.
8723	Arnstorf
5691	Arolsen
5696	Arolsen-Landau
3466	Artern
34222	Arzberg
9233	Arzberg Oberfr.
2683	Asbach Westerw.
6021	Aschaffenburg
8052	Aschau i.Chiemgau
8057	Aschau-Sachrang
4526	Ascheberg Holst.
2593	Ascheberg Westf.
2599	Ascheberg-Herbern
4353	Ascheffel
3473	Aschersleben
4253	Asendorf Kr.Diepholz
2722	Attendorn
8168	Attenkirchen
7357	Attenweiler
8064	Au b.Bad Aibling
8752	Au i.d.Hallertau
9335	Aub Kr.Wuerzburg
3771	Aue (Sachs.)
3744	Auerbach (Vogtl.)
9643	Auerbach Oberpf.
5753	Auetal-Bernsen
5752	Auetal-Hattendorf
9454	Aufhausen Oberpf.
821	Augsburg
5237	Augustdorf
37291	Augustusburg
4873	Aukrug
7525	Aulendorf
36626	Auma
4104	Aumuehle b.Hamburg
9804	Aurach
4941	Aurich Ostfriesl
4947	Aurich-Ogenbargen
39404	Ausleben
8095	Aying
6073	Babenhausen Hess.
8333	Babenhausen Schwab.
6743	Bacharach
9077	Bachhagel
7191	Backnang
9405	Bad Abbach
8061	Bad Aibling
5922	Bad Bentheim
5924	Bad Bentheim-Gildehaus
6343	Bad Bergzabern
36458	Bad Berka
2751	Bad Berleburg
2759	Bad Berleburg-Aue
2758	Bad Berleburg-Girkhausen
2755	Bad Berleburg-Schwarzenau
9273	Bad Berneck
2674	Bad Bertrich
5821	Bad Bevensen
34465	Bad Bibra
8563	Bad Birnbach Rottal
36741	Bad Blankenburg
9708	Bad Bocklet
37438	Bad Brambach
4192	Bad Bramstedt
9741	Bad Brueckenau
7582	Bad Buchau
6434	Bad Camberg
38203	Bad Doberan
5253	Bad Driburg
5259	Bad Driburg-Neuenheerse
34243	Bad Dueben
6322	Bad Duerkheim
3462	Bad Duerrenberg
7726	Bad Duerrheim
37437	Bad Elster
2603	Bad Ems
2776	Bad Endbach-Hartenrod
8053	Bad Endorf
5472	Bad Essen
8066	Bad Feilnbach
34671	Bad Frankenhausen
3344	Bad Freienwalde
7136	Bad Friedrichshall
8537	Bad Fuessing-Aigen
5382	Bad Gandersheim
35023	Bad Gottleuba
5327	Bad Grund Harz
5322	Bad Harzburg
8046	Bad Heilbrunn
7083	Bad Herrenalb
6621	Bad Hersfeld
8506	Bad Hoehenstadt
6172	Bad Homburg Vd.Hoehe
2224	Bad Honnef
5403	Bad Iburg
5672	Bad Karlshafen
971	Bad Kissingen
38423	Bad Kleinen
8845	Bad Kohlgrub
6063	Bad Koenig
9761	Bad Koenigshofen
34463	Bad Koesen
36605	Bad Koestritz
671	Bad Kreuznach
2752	Bad Laasphe
2754	Bad Laasphe-Feudingen
3603	Bad Langensalza
34635	Bad Lauchstaedt
34345	Bad Lausick
5524	Bad Lauterberg i.Harz
36961	Bad Liebenstein
35341	Bad Liebenwerda
7052	Bad Liebenzell
5252	Bad Lippspringe
2661	Bad Marienberg Westerw.
7931	Bad Mergentheim
5042	Bad Muender a.Deister
6708	Bad Muenster-Ebernburg
2253	Bad Muenstereifel
35771	Bad Muskau
6032	Bad Nauheim
5723	Bad Nenndorf
2641	Bad Neuenahr-Ahrweiler
9771	Bad Neustadt
5731	Bad Oeynhausen
4531	Bad Oldesloe
6052	Bad Orb
7806	Bad Peterstal-Griesbach
5281	Bad Pyrmont
5285	Bad Pyrmont-Kleinenberg
7264	Bad Rappenau
7066	Bad Rappenau-Bonfeld
7268	Bad Rappenau-Obergimpern
5037	Bad Rehburg
8651	Bad Reichenhall
7440	Bad Rippoldsau
5424	Bad Rothenfelde
33631	Bad Saarow-Pieskow
5523	Bad Sachsa
7761	Bad Saeckingen
5063	Bad Salzdetfurth
6648	Bad Salzschlirf
5222	Bad Salzuflen
3695	Bad Salzungen
2927	Bad Sassendorf
35022	Bad Schandau
34925	Bad Schmiedeberg
7253	Bad Schoenborn
7583	Bad Schussenried
6124	Bad Schwalbach
4551	Bad Segeberg
6196	Bad Soden a.Taunus
6056	Bad Soden-Salmuenster
5652	Bad Sooden-Allendorf
9288	Bad Steben
36461	Bad Sulza
38229	Bad Suelze
7053	Bad Teinach-Zavelstein
36041	Bad Tennstedt
8041	Bad Toelz
7125	Bad Urach
6101	Bad Vilbel
7524	Bad Waldsee
5621	Bad Wildungen
38791	Bad Wilsnack
7063	Bad Wimpfen
9841	Bad Windsheim
8247	Bad Woerishofen
7564	Bad Wurzach
7568	Bad Wurzach-Hauerz
4403	Bad Zwischenahn
5433	Badbergen
5345	Baddeckenstedt
39009	Badel
7221	Baden-Baden
7632	Badenweiler
39422	Badersleben
2401	Baesweiler
35697	Bagenz
5358	Bahrdorf-Mackendorf
33656	Bahro
7442	Baiersbronn
7449	Baiersbronn-Obertal
7447	Baiersbronn-Schwarzenberg
9133	Baiersdorf Mittelfr.
8340	Baisweil
4446	Bakum Kr.Vechta
5438	Bakum-Luesche
8328	Balderschwang
7433	Balingen
4753	Balje
39483	Ballenstedt
4939	Baltrum
2375	Balve
951	Bamberg
39298	Barby
4630	Barderup
4137	Barendorf
35691	Baerenklau
37347	Baerenstein
4532	Bargteheide
39203	Barleben
4857	Barlt
4123	Barmstedt
9635	Baernau
5442	Barnstorf Kr.Diepholz
5263	Barntrup
5105	Barsinghausen
4499	Barssel
4497	Barssel-Harkebruegge
39050	Bartensleben
38231	Barth
5806	Barum b.Bad Bevensen
33704	Baruth  (Mark)
5448	Barver
4766	Basdahl
4241	Bassum
4248	Bassum-Neubruchhausen
4249	Bassum-Nordwohlde
4159	Basthorst
35249	Basslitz
6452	Battenberg Eder
38462	Baumgarten
6783	Baumholder
9544	Baunach
3591	Bautzen
5963	Bawinkel
8774	Bayerbach b.Ergoldsbach
9925	Bayerisch Eisenstein
921	Bayreuth
8023	Bayrischzell
39062	Bebertal
6622	Bebra
6736	Bechenheim
6757	Becherbach b.Kirn
9822	Bechhofen a.d.Heide
6835	Beckingen
6832	Beckingen-Reimsbach
2521	Beckum
2525	Beckum-Neubeckum
2272	Bedburg Erft
4745	Bederkesa
5145	Beedenbostel
2586	Beelen
33204	Beelitz  (Mark)
39856	Beenz
33637	Beerfelde
6068	Beerfelden
3366	Beeskow
5905	Beesten
39000	Beetzendorf
38356	Behrenhoff
8461	Beilngries
7062	Beilstein Wuertt.
7348	Beimerstetten
34224	Belgern
39365	Bellingen
5406	Belm
33841	Belzig
4237	Bendingbostel
2622	Bendorf Rhein
8857	Benediktbeuern
39457	Benneckenstein
38843	Bennin
2204	Bensberg
36843	Benshausen
6251	Bensheim
38379	Benz
9493	Beratzhausen
7747	Berau
8462	Berching
8460	Berching-Holnstein
8652	Berchtesgaden
9189	Berg b.Neumarkt Oberpf.
9293	Berg Oberfr.
36623	Berga  (Elster)
38785	Berge
5435	Berge b.Quakenbrueck
37463	Bergen
3838	Bergen
5845	Bergen Dumme
5051	Bergen Kr.Celle
5054	Bergen-Suelze
4885	Bergenhusen
2271	Bergheim Erft
33200	Bergholz-Rehbruecke
2202	Bergisch Gladbach
5734	Bergkirchen Westf.
33634	Berkenbrueck
4544	Berkenthin
30	Berlin
36452	Berlstedt
3338	Bernau
7675	Bernau Baden
8860	Bernbeuren
3471	Bernburg
4406	Berne
38464	Bernitt
6531	Bernkastel-Kues
9905	Bernried Niederbay.
35723	Bernsdorf (Ol.)
35874	Bernstadt
5439	Bersenbrueck
6484	Beselich
7143	Besigheim
6095	Bessenbach
33763	Bestensee
2904	Bestwig
2905	Bestwig-Ramsbeck
36943	Bettenhausen
2741	Betzdorf
4138	Betzendorf Kr.Lueneburg
9244	Betzenstein
6586	Beuren Hochwald
7466	Beuron
4747	Beverstedt
5273	Beverungen
6826	Bexbach
7351	Biberach a.d.Riss
8226	Bibertal
6245	Biblis
6569	Bickendorf
8348	Bidingen
6050	Biebergemuend
6409	Biebertal
6461	Biedenkopf
39292	Biederitz
521	Bielefeld
5206	Bielefeld-Joellenbeck
5205	Bielefeld-Sennestadt
5823	Bienenbuettel
3337	Biesenthal
7142	Bietigheim-Bissingen
39858	Bietikow
2543	Billerbeck Westf.
6265	Billigheim Baden
6349	Billigheim-Ingenheim
39036	Binde
9208	Bindlach
6721	Bingen a.Rhein
38393	Binz, Ostseebad
9398	Birkenfeld b.Wuerzburg
6782	Birkenfeld Nahe
35471	Birkenhainchen
3303	Birkenwerder
6594	Birresborn
6054	Birstein
6668	Birstein-Lichenroth
6444	Bischoffen
9276	Bischofsgruen
9772	Bischofsheim a.d.Rhoen
6144	Bischofsheim a.Main
9920	Bischofsmais
3594	Bischofswerda
7476	Bisingen
39089	Bismark  (Altm..)
5194	Bispingen
5402	Bissendorf Kr.Osnabrueck
9005	Bissingen Schwab.
9008	Bissingen-Unterringingen
6561	Bitburg
3493	Bitterfeld
3944	Blankenburg (Harz)
39829	Blankenfoerde
36459	Blankenhain (Thuer.)
34659	Blankenheim
2449	Blankenheim Ahr
2697	Blankenheim-Ahrhuette
6545	Blankenrath
39826	Blankensee
7344	Blaubeuren
7953	Blaufelden
7304	Blaustein Wuertt.
5852	Bleckede
5854	Bleckede-Barskamp
5857	Bleckede-Brackede
6555	Bleialf
36338	Bleicherode
4233	Blender
6842	Blieskastel
6844	Blieskastel-Altheim
5235	Blomberg Lippe
4977	Blomberg Ostfriesl
5236	Blomberg-Grossenmarpe
33743	Bloensdorf
38427	Blowatz
33394	Blumberg
7702	Blumberg Baden
39752	Blumenhagen
33984	Blumenthal
4557	Blunk
6239	Bobenheim-Roxheim
37434	Bobenneukirchen
8234	Bobingen
38424	Bobitz
7031	Boeblingen
2871	Bocholt
234	Bochum
2327	Bochum-Wattenscheid
5067	Bockenem
5060	Bodenburg
5572	Bodenfelde
6135	Bodenheim Rhein
8745	Bodenkirchen
9924	Bodenmais
5824	Bodenteich
5533	Bodenwerder
9434	Bodenwoehr
7773	Bodman-Ludwigshafen
7520	Bodnegg
9422	Bogen Niederbay.
8338	Boehen
8406	Boehmfeld
5471	Bohmte
5475	Bohmte-Hunteburg
39889	Boitzenburg
38847	Boizenburg
4394	Bokhorst
4623	Boeklund
7164	Boll Kr.Goeppingen
6526	Bollendorf
2383	Boenen
39039	Bonese
228	Bonn
7703	Bonndorf i.Schwarzw.
4393	Boostedt
33605	Boossen
7362	Bopfingen
6742	Boppard
4322	Bordesholm
5643	Borgentreich
5645	Borgentreich-Borgholz
5953	Boerger
5425	Borgholzhausen
5682	Borken Hess.
2861	Borken Westf.
39777	Borkenfriede
33845	Borkheide
4922	Borkum
38234	Born (Darss)
3433	Borna
2222	Bornheim Rheinl.
2227	Bornheim-Merten
4323	Bornhoeved
33230	Boernicke
34291	Borsdorf
4276	Borstel b.Sulingen
4527	Bosau
4494	Boesel b.Friesoythe
4268	Boetersen
2041	Bottrop
2045	Bottrop-Kirchhellen
6834	Bous
5593	Bovenden-Lenglern
5594	Bovenden-Reyershausen
35774	Boxberg
7930	Boxberg Baden
2745	Brachbach Sieg
7135	Brackenheim
4401	Brake Unterweser
5272	Brakel Westf.
5648	Brakel-Gehrden
5461	Bramsche Hase
5468	Bramsche-Engter
37322	Brand-Erbisdorf
3381	Brandenburg
34292	Brandis
8034	Brannenburg
36878	Brattendorf
2627	Braubach
6442	Braunfels
5520	Braunlage
5583	Braunlage-Hohegeiss
7707	Braeunlingen
7906	Braunsbach
34633	Braunsbedra
531	Braunschweig
5307	Braunschweig-Wenden
2338	Breckerfeld
33972	Breddin
4334	Bredenbek b.Rendsburg
3964	Bredenfelde
33087	Bredereiche
4671	Bredstedt
6465	Breidenbach b.Biedenkopf
7667	Breisach a.Rhein
8054	Breitbrunn a.Chiemsee
6675	Breitenbach a.Herzberg
8584	Breitenberg Niederbay.
37756	Breitenbrunn
9495	Breitenbrunn Oberpf.
8263	Breitenbrunn Schwab.
2777	Breitscheid Hess.
421	Bremen
471	Bremerhaven
4761	Bremervoerde
4767	Bremervoerde-Bevern
4769	Bremervoerde-Iselersheim
9484	Brennberg
6161	Brensbach
7252	Bretten
7946	Bretzfeld
6165	Breuberg
33837	Brielow
33232	Brieselang
35606	Briesen
33607	Briesen (Mark)
33609	Brieskow-Finkenheerd
35696	Briesnig
2961	Brilon
2964	Brilon-Alme
2963	Brilon-Messinghausen
4266	Brockel
38204	Broderstorf
2633	Brohl-Luetzing
4324	Brokstedt
5833	Brome
4252	Bruchhausen-Vilsen
6372	Bruchmuehlbach-Miesau
5226	Bruchmuehlen Westf.
7251	Bruchsal
7257	Bruchsal-Untergrombach
33844	Brueck
8765	Bruckberg Niederbay.
8062	Bruckmuehl Mangfall
38483	Brueel
2232	Bruehl Rheinl.
39030	Brunau
4852	Brunsbuettel
39742	Bruessow
7343	Buch b.Illertissen
8086	Buchbach Oberbay.
2678	Buechel b.Cochem
4155	Buechen
6281	Buchen Odenw.
8378	Buchenberg b.Kempten
6543	Buechenbeuren
4181	Buchholz i.d.Nordheide
4186	Buchholz-Trelde
8241	Buchloe
5722	Bueckeburg
33433	Buckow
39224	Bueden
6139	Budenheim
6558	Buedesheim Eifel
6042	Buedingen Hess.
6048	Buedingen-Eckartshausen
6509	Buedlich
7223	Buehl Baden
7226	Buehl-Sand
7974	Buehlerzell
4550	Buehnsdorf
4754	Buelkau
6542	Bullay
4953	Bunde
5223	Buende
6394	Bundenthal
2736	Burbach Siegerl.
2951	Bueren
2958	Bueren-Harth
2955	Bueren-Wewelsburg
3921	Burg
35603	Burg (Spreew.)
4371	Burg Auf Fehmarn
4825	Burg Dithm.
39603	Burg Stargard
8222	Burgau Schwab.
9843	Burgbernheim
2636	Burgbrohl
5347	Burgdorf b.Salzgitter
5136	Burgdorf Kr.Hannover
5085	Burgdorf-Ehlershausen
9546	Burgebrach
36692	Buergel
35727	Burghammer
9552	Burghaslach
6653	Burghaun
8677	Burghausen Salzach
8432	Burgheim
8679	Burgkirchen a.d.Alz
9572	Burgkunstadt
9471	Burglengenfeld
9805	Burgoberbach
9534	Burgpreppach
9356	Burgsinn
3724	Burgstaedt
9183	Burgthann
6457	Burgwald Eder
5139	Burgwedel
5135	Burgwedel-Fuhrberg
9551	Burgwindheim
9734	Burkardroth
35953	Burkau
35245	Burkhardswalde
7475	Burladingen
7126	Burladingen-Melchingen
3965	Burow
2174	Burscheid Rheinl.
8285	Burtenbach
33876	Buschow
6408	Buseck
4834	Buesum
4733	Butjadingen-Burhave
4735	Butjadingen-Stollhamm
4736	Butjadingen-Tossens
36451	Buttelstedt
9545	Buttenheim
8274	Buttenwiesen
9336	Buetthard
36373	Buttstaedt
6033	Butzbach
33836	Butzow
38461	Buetzow
4161	Buxtehude
4777	Cadenberge
9103	Cadolzburg
3541	Calau
39291	Calbe (Saale)
5677	Calden-Westuffeln
39051	Calvoerde
7051	Calw
3866	Cambs
36421	Camburg
4478	Cappeln Oldb.
33209	Caputh
38873	Carlow
6356	Carlsberg Pfalz
39821	Carpin
33331	Casekow
2305	Castrop-Rauxel
34363	Cavertitz
5141	Celle
5086	Celle-Scheuen
9971	Cham
371	Chemnitz
8664	Chieming
33366	Chorin
4339	Christiansholm
5323	Clausthal-Zellerfeld
37202	Claussnitz
5844	Clenze
4471	Cloppenburg
34923	Cobbelsdorf
9561	Coburg
2671	Cochem
2541	Coesfeld
2546	Coesfeld-Lette
6427	Coelbe-Schoenstadt
39207	Colbitz
34381	Colditz
9376	Collenberg
9803	Colmberg
4434	Colnrade
3966	Coelpin
5156	Coppenbruegge
5159	Coppenbruegge-Bisperode
5650	Cornberg
3523	Coswig
34903	Coswig (Anh.)
355	Cottbus
7951	Crailsheim
37342	Cranzahl
7933	Creglingen
5306	Cremlingen
9270	Creussen
36926	Creuzburg
3762	Crimmitschau
35324	Crinitz
3863	Crivitz
36693	Crossen (Elster)
37344	Crottendorf
38794	Cumlosen
35877	Cunewalde
4721	Cuxhaven
4722	Cuxhaven-Altenbruch
4723	Cuxhaven-Altenwalde
4724	Cuxhaven-Luedingworth
2743	Daaden
38485	Dabel
39991	Daberkow
2193	Dabringhausen
8131	Dachau
9163	Dachsbach
6776	Dachsenhausen
4667	Dagebuell
2447	Dahlem b.Kall
34361	Dahlen(Sachs.)
5851	Dahlenburg
35451	Dahme
4364	Dahme
6391	Dahn
39031	Daehre
38783	Dallmin
39922	Dambeck
5491	Damme Duemmer
4352	Damp
4349	Daenischenhagen
5861	Dannenberg Elbe
33975	Dannenwalde
39959	Dargun
6151	Darmstadt
8205	Dasing
5564	Dassel
5562	Dassel-Markoldendorf
38826	Dassow
2363	Datteln
6592	Daun
6466	Dautphetal-Friedensdorf
6468	Dautphetal-Mornshausen
991	Deggendorf
7555	Deggenhausertal
7334	Deggingen
6326	Deidesheim
9184	Deining Oberpf.
7420	Deisslingen
5250	Delbrueck Westf.
34202	Delitzsch
6336	Dellfeld
5187	Delligsen
4221	Delmenhorst
38488	Demen
3998	Demmin
8466	Denkendorf Oberbay.
9855	Dentlein a.Forst
7666	Denzlingen
39453	Derenburg
38793	Dergenthin
36964	Dermbach
340	Dessau
33974	Dessow
4957	Detern
5231	Detmold
9324	Dettelbach
38228	Dettmannsdorf-Koelzow
5333	Dettum
37368	Deutschneudorf
6071	Dieburg
2750	Diedenshausen
36024	Diedorf
38822	Diedrichshagen
5633	Diemelsee
5694	Diemelstadt
5775	Diepenau
5777	Diepenau-Essern
5441	Diepholz
2689	Dierdorf
38226	Dierhagen, Ostseebad
35267	Diesbar-Seusslitz
3902	Diesdorf (Altm.)
8807	Diessen a.Ammersee
7347	Dietenheim
9824	Dietenhofen
8565	Dietersburg-Baumgarten
8464	Dietfurt a.d.Altmuehl
8374	Dietmannsried
8027	Dietramszell
36846	Dietzhausen
2774	Dietzhoelztal
6432	Diez
2771	Dillenburg
9071	Dillingen a.d.Donau
36075	Dingelstaedt (Eichsfeld)
39425	Dingelstedt
8731	Dingolfing
9851	Dinkelsbuehl
8292	Dinkelscherben
4443	Dinklage
2064	Dinslaken
33846	Dippmannsdorf
3504	Dippoldiswalde
8267	Dirlewang
6238	Dirmstein
7327	Dischingen
5421	Dissen a.Teutoburger Wald
36648	Dittersdorf
7156	Ditzingen
3431	Doebeln
35322	Doberlug-Kirchhain
35600	Doebern (Nl.)
34495	Dobitschen
39248	Dobritz
6595	Dockweiler
4959	Dollart
39364	Dolle
35329	Dollenchen
8422	Dollnstein
38758	Doemitz
34223	Dommitzsch
38728	Domsuehl
771	Donaueschingen
9403	Donaustauf
906	Donauwoerth
9528	Donnersdorf
5265	Doerentrup
8081	Dorfen Stadt
2133	Dormagen
6436	Dornburg
36427	Dornburg (Saale)
36963	Dorndorf (Rhoen)
7455	Dornhan
7443	Dornstetten
4933	Dornum Ostfriesl
4963	Doerpen
4627	Doerpstedt
2362	Dorsten
2866	Dorsten-Rhade
2369	Dorsten-Wulfen
231	Dortmund
4742	Dorum
4234	Doerverden
4239	Doerverden-Westen
7937	Doerzbach
4433	Doetlingen
4432	Doetlingen-Brettorf
35609	Drachhausen
4177	Drage Elbe
35453	Drahnsdorf
4704	Drangstedt
33966	Dranse
5502	Dransfeld
5445	Drebber
35602	Drebkau
39293	Dreileben
39857	Drense
2508	Drensteinfurt
2538	Drensteinfurt-Rinkerode
2387	Drensteinfurt-Walstedde
351	Dresden
2775	Driedorf
4143	Drochtersen
4148	Drochtersen-Assel
36737	Drognitz
2763	Drolshagen-Bleche
38853	Droennewitz
34425	Droyssig
39726	Ducherow
6565	Dudeldorf
5527	Duderstadt
5185	Duingen
203	Duisburg
2066	Duisburg-Homberg
2065	Duisburg-Rheinhausen
2594	Duelmen
2590	Duelmen-Buldern
2548	Duelmen-Rorup
3869	Duemmer
7403	Dunningen
2421	Dueren
7245	Durmersheim
35026	Duerrroehrsdorf
9856	Duerrwangen
34386	Duerrweitzschen
211	Duesseldorf
36020	Ebeleben
6271	Eberbach Baden
5507	Ebergoetzen
7358	Eberhardzell-Fueramos
9194	Ebermannstadt
9531	Ebern
7163	Ebersbach a.d.Fils
37607	Ebersbrunn
6656	Ebersburg
4765	Ebersdorf b.Bremervoerde
3334	Eberswalde-Finow
7458	Ebhausen
9553	Ebrach Oberfr.
6424	Ebsdorfergrund
5822	Ebstorf
8709	Eching Niederbay.
6008	Echzell
34467	Eckartsberga
9126	Eckental
4351	Eckernfoerde
9271	Eckersdorf-Alladorf
4855	Eddelak
5176	Edemissen
5177	Edemissen-Abbensen
6323	Edenkoben
5623	Edertal
4405	Edewecht
4486	Edewecht-Friedrichsfehn
2675	Ediger-Eller
7628	Efringen-Kirchen
39268	Egeln
7429	Egesheim
4175	Egestorf Nordheide
4609	Eggebek
8721	Eggenfelden
39779	Eggesin
8056	Eggstaett
8544	Eging a.See
8176	Egling b.Wolfratshausen
7391	Ehingen Donau
7034	Ehningen
37341	Ehrenfriedersdorf
34494	Ehrenhain
6443	Ehringshausen Dill
37752	Eibenstock
39206	Eichenbarleben
9378	Eichenbuehl-Riedern
37430	Eichigt
8421	Eichstaett Bay.
7663	Eichstetten
39297	Eickendorf
7774	Eigeltingen
3423	Eilenburg
39409	Eilsleben
37209	Einsiedel
3691	Eisenach
7657	Eisenbach Hochschwarzw
36691	Eisenberg
6351	Eisenberg Pfalz
3364	Eisenhuettenstadt
3686	Eisfeld
6672	Eiterfeld
2243	Eitorf
39454	Elbingerode
38755	Eldena
2673	Ellenz-Poltersdorf
4120	Ellerhoop
36332	Ellrich
7961	Ellwangen Jagst
7965	Ellwangen-Roehlingen
38327	Elmenhorst
4121	Elmshorn
6328	Elmstein
2274	Elsdorf Rheinl.
8753	Elsendorf Niederbay.
4404	Elsfleth
4485	Elsfleth-Huntorf
35383	Elster (Elbe)
36621	Elsterberg
3533	Elsterwerda
35793	Elstra
9522	Eltmann
6123	Eltville a.Rhein
36200	Elxleben
7682	Elzach
5068	Elze Leine
4134	Embsen Kr.Lueneburg
4921	Emden
4330	Emkendorf
5943	Emlichheim
4665	Emmelsbuell-Horsbuell
6747	Emmelshausen
7641	Emmendingen
5875	Emmendorf
2822	Emmerich
2828	Emmerich-Elten
5155	Emmerthal
5157	Emmerthal-Boerry
7485	Empfingen
5903	Emsbueren
2572	Emsdetten
9104	Emskirchen
5624	Emstal
4473	Emstek
4295	Emtinghausen
9209	Emtmannsberg
7642	Endingen Kaiserstuhl
5926	Engden
2263	Engelskirchen
7733	Engen Hegau
5224	Enger Westf.
6303	Enkenbach-Alsenborn
2333	Ennepetal
2524	Ennigerloh
2528	Ennigerloh-Enniger
2587	Ennigerloh-Westkirchen
9624	Ensdorf Oberpf.
2938	Ense
